Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,Green_Orange,ID
4/20/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4178_ANHU
4/20/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,4179_ANHU
4/20/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4180_ANHU
4/20/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4181_ANHU
4/21/2011,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,4182_ANHU
4/22/2011,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.,4183_ALHU
4/25/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,4184_ANHU
4/25/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,4185_ANHU
4/27/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,4186_ANHU
4/27/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4187_ANHU
4/27/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found inside,Non-selasphorus spp.,4188_ANHU
4/27/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,4189_ANHU
4/30/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4190_ANHU
5/1/2011,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Spring,window hit,Selasphorus spp.,4191_ALHU
5/2/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4192_ANHU
5/3/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,4193_ANHU
5/4/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4194_ANHU
5/4/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4195_ANHU
5/4/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,4196_ANHU
5/5/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4197_ANHU
5/6/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4198_ANHU
5/6/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4199_ANHU
5/7/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,suspect torpor-like state,Non-selasphorus spp.,4200_ANHU
5/9/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,window hit,Non-selasphorus spp.,4201_ANHU
5/11/2011,Died,Lindsey,No,Selasphorus,unknown,Nestling,0,Spring,unknown,Selasphorus spp.,4202_ALHU
5/11/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4203_ANHU
5/12/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4204_ANHU
5/13/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,4205_ANHU
5/13/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4206_ANHU
5/15/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,found inside,Non-selasphorus spp.,4207_ANHU
5/16/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,4208_ANHU
5/18/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4209_ANHU
5/18/2011,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,4210_ANHU
5/19/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Non-selasphorus spp.,4211_ANHU
5/19/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,4212_ANHU
5/21/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,4213_ANHU
5/25/2011,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,nest-related,Non-selasphorus spp.,4214_ANHU
5/25/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,2,Spring,nest-related,Non-selasphorus spp.,4215_ANHU
5/25/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.,4216_ANHU
5/25/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4217_ANHU
5/26/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4218_ANHU
5/26/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4219_ANHU
5/27/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,4220_ANHU
5/27/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.,4221_ANHU
5/27/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4222_ANHU
5/28/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.,4223_ANHU
5/28/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,4224_ANHU
5/28/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4225_ANHU
5/29/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4226_ANHU
5/29/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4227_ANHU
5/29/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4228_ANHU
5/30/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,4229_ANHU
5/30/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.,4230_ANHU
6/1/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4231_ANHU
6/1/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,window hit,Non-selasphorus spp.,4232_ANHU
6/1/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.,4233_ANHU
6/2/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Summer,window hit,Non-selasphorus spp.,4234_ANHU
6/2/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,4235_ANHU
6/4/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,4236_ANHU
6/5/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4237_ANHU
6/5/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,4238_ANHU
6/6/2011,Released,Lindsey,Yes,Selasphorus,unknown,Nestling,0,Summer,nest-related,Selasphorus spp.,4239_ALHU
6/6/2011,Released,Lindsey,Yes,Selasphorus,unknown,Nestling,0,Summer,nest-related,Selasphorus spp.,4240_ALHU
6/6/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4241_ANHU
6/7/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4242_ANHU
6/8/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4243_ANHU
6/8/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,4244_ANHU
6/9/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4245_ANHU
6/10/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,4246_ANHU
6/10/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,4247_ANHU
6/14/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4248_ANHU
6/14/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4249_ANHU
6/15/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,4250_ANHU
6/17/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Summer,unknown,Non-selasphorus spp.,4251_ANHU
6/18/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,4,Summer,nest-related,Non-selasphorus spp.,4252_ANHU
6/20/2011,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.,4253_ALHU
6/21/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,caught by domestic animal,Non-selasphorus spp.,4254_ANHU
6/21/2011,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,found on the ground,Non-selasphorus spp.,4255_ANHU
6/22/2011,Released,Lindsey,No,ANHU,Female-like ,adult-like,3,Summer,caught by domestic animal,Non-selasphorus spp.,4256_ANHU
6/23/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,4257_ANHU
6/25/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,caught by domestic animal,Non-selasphorus spp.,4258_ANHU
6/25/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,4259_ANHU
6/25/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,4260_ANHU
6/25/2011,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4261_ANHU
6/26/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,4262_ANHU
6/28/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.,4263_ANHU
6/28/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4264_ANHU
6/30/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,found on the ground,Non-selasphorus spp.,4265_ANHU
7/2/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,4266_ANHU
7/2/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4267_ANHU
7/3/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4268_ANHU
7/3/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4269_ANHU
7/4/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Summer,unknown,Non-selasphorus spp.,4270_ANHU
7/4/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,4271_ANHU
7/5/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,window hit,Non-selasphorus spp.,4272_ANHU
7/8/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4273_ANHU
7/11/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4274_ANHU
7/13/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4275_ANHU
7/15/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4276_ANHU
7/17/2011,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,4,Summer,found on the ground,Non-selasphorus spp.,4277_ANHU
7/19/2011,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.,4278_ANHU
7/19/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,4279_ANHU
7/21/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4280_ANHU
7/21/2011,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.,4281_ANHU
7/23/2011,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4282_ANHU
7/24/2011,Died,Lindsey,No,ANHU,Male,adult-like,1,Summer,unknown,Non-selasphorus spp.,4283_ANHU
7/26/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4284_ANHU
7/26/2011,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.,4285_ANHU
7/31/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.,4286_ANHU
8/2/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4287_ANHU
8/4/2011,Released,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4288_ANHU
8/5/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,4289_ANHU
8/7/2011,Died,Lindsey,No,ANHU,Male,adult-like,1,Summer,caught by domestic animal,Non-selasphorus spp.,4290_ANHU
8/8/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.,4291_ANHU
8/9/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4292_ANHU
8/12/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,4293_ANHU
8/12/2011,Died,Lindsey,Yes,Selasphorus,Male,adult-like,1,Summer,window hit,Selasphorus spp.,4294_ALHU
8/13/2011,Released,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.,4295_ALHU
8/13/2011,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.,4296_ALHU
8/15/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.,4297_ANHU
8/15/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.,4298_ANHU
8/17/2011,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,1,Summer,found on the ground,Selasphorus spp.,4299_ALHU
8/17/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.,4300_ANHU
8/18/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,found on the ground,Non-selasphorus spp.,4301_ANHU
8/25/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Summer,window hit,Non-selasphorus spp.,4302_ANHU
9/1/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.,4303_ANHU
9/1/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.,4304_ANHU
9/3/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,nest-related,Non-selasphorus spp.,4305_ANHU
9/11/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.,4306_ANHU
9/12/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,4307_ANHU
9/19/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,4308_ANHU
9/26/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.,4309_ANHU
9/27/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,unknown,Non-selasphorus spp.,4310_ANHU
10/2/2011,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,4311_ANHU
10/6/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,4312_ANHU
10/17/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.,4313_ANHU
10/19/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,unknown,Non-selasphorus spp.,4314_ANHU
10/29/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Fall,window hit,Non-selasphorus spp.,4315_ANHU
10/29/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Fall,found on the ground,Non-selasphorus spp.,4316_ANHU
10/30/2011,Died,Lindsey,No,ANHU,Male,adult-like,1,Fall,unknown,Non-selasphorus spp.,4317_ANHU
11/4/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Fall,window hit,Non-selasphorus spp.,4318_ANHU
11/5/2011,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,4319_ANHU
11/6/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Fall,suspect torpor-like state,Non-selasphorus spp.,4320_ANHU
11/6/2011,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.,4321_ANHU
11/7/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Fall,unknown,Non-selasphorus spp.,4322_ANHU
11/13/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,found on the ground,Non-selasphorus spp.,4323_ANHU
11/16/2011,Released,Lindsey,Yes,ANHU,Male,adult-like,0,Fall,unknown,Non-selasphorus spp.,4324_ANHU
11/18/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.,4325_ANHU
11/18/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,2,Fall,caught by domestic animal,Non-selasphorus spp.,4326_ANHU
11/27/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Fall,suspect torpor-like state,Non-selasphorus spp.,4327_ANHU
11/29/2011,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,unknown,Non-selasphorus spp.,4328_ANHU
12/2/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,4329_ANHU
12/3/2011,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found inside,Non-selasphorus spp.,4330_ANHU
12/3/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Winter,found on the ground,Non-selasphorus spp.,4331_ANHU
12/6/2011,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,found inside,Non-selasphorus spp.,4332_ANHU
12/12/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4333_ANHU
12/12/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.,4334_ANHU
12/17/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4335_ANHU
12/17/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,unknown,Non-selasphorus spp.,4336_ANHU
12/20/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,4337_ANHU
12/23/2011,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4338_ANHU
12/24/2011,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4339_ANHU
12/27/2011,Died,Lindsey,Yes,ANHU,Male,adult-like,5,Winter,unknown,Non-selasphorus spp.,4340_ANHU
12/29/2011,Died,Lindsey,No,ANHU,Male,adult-like,1,Winter,found on the ground,Non-selasphorus spp.,4341_ANHU
3/29/2012,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4342_ANHU
1/9/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,4343_ANHU
1/10/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,unknown,Non-selasphorus spp.,4344_ANHU
1/17/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.,4345_ANHU
1/17/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.,4346_ANHU
1/21/2012,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4347_ANHU
1/21/2012,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.,4348_ANHU
1/25/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4349_ANHU
1/28/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4350_ANHU
1/29/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4351_ANHU
1/29/2012,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.,4352_ANHU
1/30/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4353_ANHU
1/31/2012,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,window hit,Non-selasphorus spp.,4354_ANHU
2/1/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4355_ANHU
2/2/2012,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.,4356_ANHU
2/7/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4357_ANHU
2/10/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.,4358_ANHU
2/15/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.,4359_ANHU
2/15/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.,4360_ANHU
2/17/2012,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Winter,window hit,Non-selasphorus spp.,4361_ANHU
2/18/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,caught by domestic animal,Non-selasphorus spp.,4362_ANHU
2/19/2012,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.,4363_ANHU
2/22/2012,Released,Lindsey,No,ANHU,Male,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4364_ANHU
2/23/2012,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.,4365_ANHU
2/24/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,4366_ANHU
2/26/2012,Died,Lindsey,Yes,ANHU,Male,adult-like,1,Winter,found on the ground,Non-selasphorus spp.,4367_ANHU
2/28/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.,4368_ANHU
2/28/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Winter,suspect torpor-like state,Non-selasphorus spp.,4369_ANHU
3/2/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,4370_ANHU
3/2/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.,4371_ANHU
3/4/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,window hit,Non-selasphorus spp.,4372_ANHU
3/4/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4373_ANHU
3/7/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.,4374_ANHU
3/8/2012,Died,Lindsey,No,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4375_ANHU
3/9/2012,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.,4376_ANHU
3/9/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4377_ANHU
3/10/2012,Released,Lindsey,Yes,ANHU,Male,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.,4378_ANHU
3/10/2012,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4379_ANHU
3/10/2012,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4380_ANHU
3/11/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4381_ANHU
3/11/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.,4382_ANHU
3/11/2012,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4383_ANHU
3/11/2012,Died,Lindsey,Yes,ANHU,Male,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4384_ANHU
3/12/2012,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.,4385_ANHU
3/14/2012,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.,4386_ANHU
3/15/2012,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.,4387_ANHU
3/15/2012,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.,4388_ANHU
